river,n_cell,value,sd,measure,buffer,year,source
Haraki,60,17.624416,1.242831,sst,30km,2011,modis
Hidakahorobetsu,90,16.355833,1.483803,sst,30km,2011,modis
Nikanbetsu,56,14.985,1.864488,sst,30km,2011,modis
Utabetsu,39,14.357179,1.147474,sst,30km,2011,modis
Nishibetsu,109,16.044954,1.856696,sst,30km,2012,modis
Onnebetsu,123,16.20504,1.474533,sst,30km,2012,modis
Okushibetsu,18,16.511944,0.917112,sst,30km,2012,modis
Yamubetsu,38,15.92421,1.476832,sst,30km,2012,modis
Horonai,103,16.468689,2.344929,sst,30km,2012,modis
Shimonaefutoro,124,19.642137,1.971012,sst,30km,2012,modis
Masuhoro,53,19.715282,0.95968,sst,30km,2012,modis
Nobusha,87,20.088046,0.988001,sst,30km,2012,modis
Shokanbetsu,14,20.474999,0.639436,sst,30km,2012,modis
Atsuta,78,21.182628,1.012151,sst,30km,2012,modis
Shakotan,149,20.339597,0.959576,sst,30km,2012,modis
Yobetsu,22,19.950909,0.515965,sst,30km,2012,modis
Furuu,46,20.148695,0.954745,sst,30km,2012,modis
Tomari,99,21.145151,1.319429,sst,30km,2012,modis
Chihase,13,20.979999,0.605389,sst,30km,2012,modis
Sukki,61,20.730409,0.688401,sst,30km,2012,modis
Toshibetsu,35,20.435285,0.672409,sst,30km,2012,modis
Futoro,12,21.0375,0.711494,sst,30km,2012,modis
Usubetsu,54,21.47324,0.928832,sst,30km,2012,modis
Kenichi,26,21.563653,1.252183,sst,30km,2012,modis
Toppu,19,21.925263,0.532742,sst,30km,2012,modis
Hime,4,23.1275,1.416203,sst,30km,2012,modis
Ishizaki,69,21.91413,1.72024,sst,30km,2012,modis
Ookamotsu,63,23.033412,1.2818,sst,30km,2012,modis
Kokamotsu,6,23.151666,0.434278,sst,30km,2012,modis
Mogusa,12,23.536666,0.684432,sst,30km,2012,modis
Oyobe,44,23.831022,0.839769,sst,30km,2012,modis
Shiotomari,120,21.823499,1.605026,sst,30km,2012,modis
Haraki,60,21.920583,1.064173,sst,30km,2012,modis
Hidakahorobetsu,93,21.03086,0.987557,sst,30km,2012,modis
Nikanbetsu,58,17.394051,2.918185,sst,30km,2012,modis
Utabetsu,39,16.538076,2.641577,sst,30km,2012,modis
Nishibetsu,113,15.110354,1.259825,sst,30km,2013,modis
Onnebetsu,125,16.12848,1.254884,sst,30km,2013,modis
Okushibetsu,18,15.548333,1.834134,sst,30km,2013,modis
Yamubetsu,40,14.129625,4.769878,sst,30km,2013,modis
Horonai,106,15.915754,2.582295,sst,30km,2013,modis
Shimonaefutoro,120,16.985,1.448903,sst,30km,2013,modis
Masuhoro,52,18.57875,1.218618,sst,30km,2013,modis
Nobusha,89,20.047809,1.392108,sst,30km,2013,modis
Shokanbetsu,14,20.304999,0.881855,sst,30km,2013,modis
Atsuta,81,19.978086,2.426497,sst,30km,2013,modis
Shakotan,147,19.968129,0.513058,sst,30km,2013,modis
Yobetsu,22,20.395909,0.429751,sst,30km,2013,modis
Furuu,45,20.779555,0.804755,sst,30km,2013,modis
Tomari,101,20.779802,1.028199,sst,30km,2013,modis
Chihase,13,19.934615,1.334277,sst,30km,2013,modis
Sukki,61,19.875327,0.843589,sst,30km,2013,modis
Toshibetsu,35,19.760428,1.187975,sst,30km,2013,modis
Futoro,12,19.660833,1.054535,sst,30km,2013,modis
Usubetsu,55,20.118545,2.164635,sst,30km,2013,modis
Kenichi,26,20.242115,1.467574,sst,30km,2013,modis
Toppu,18,20.022222,2.382956,sst,30km,2013,modis
Hime,4,21.614999,0.176458,sst,30km,2013,modis
Ishizaki,67,20.949701,0.755622,sst,30km,2013,modis
Ookamotsu,63,20.210635,2.585267,sst,30km,2013,modis
Kokamotsu,6,21.390833,0.419319,sst,30km,2013,modis
Mogusa,12,20.809583,1.509493,sst,30km,2013,modis
Oyobe,44,21.85534,1.003732,sst,30km,2013,modis
Shiotomari,117,19.917649,1.214265,sst,30km,2013,modis
Haraki,60,19.230916,1.368621,sst,30km,2013,modis
Hidakahorobetsu,89,18.242078,0.84488,sst,30km,2013,modis
Nikanbetsu,56,16.368125,1.654991,sst,30km,2013,modis
Utabetsu,39,15.482564,1.05518,sst,30km,2013,modis
Nishibetsu,103,14.727184,1.540359,sst,30km,2014,modis
Onnebetsu,123,15.963658,1.080356,sst,30km,2014,modis
Okushibetsu,18,16.699444,0.793288,sst,30km,2014,modis
Yamubetsu,37,14.796351,3.936289,sst,30km,2014,modis
Horonai,105,17.275142,1.684461,sst,30km,2014,modis
Shimonaefutoro,120,18.958625,0.73848,sst,30km,2014,modis
Masuhoro,53,19.389811,0.873196,sst,30km,2014,modis
Nobusha,85,19.967647,0.857042,sst,30km,2014,modis
Shokanbetsu,14,19.709285,0.788325,sst,30km,2014,modis
Atsuta,77,19.913117,0.78746,sst,30km,2014,modis
Shakotan,148,18.972837,0.857867,sst,30km,2014,modis
Yobetsu,22,19.143181,0.468597,sst,30km,2014,modis
Furuu,45,19.798444,0.813242,sst,30km,2014,modis
Tomari,98,19.73551,1.793695,sst,30km,2014,modis
Chihase,12,19.87375,0.359833,sst,30km,2014,modis
Sukki,61,19.478606,0.412257,sst,30km,2014,modis
Toshibetsu,35,20.032714,0.776432,sst,30km,2014,modis
Futoro,12,20.434583,0.582779,sst,30km,2014,modis
Usubetsu,54,20.215648,0.7571,sst,30km,2014,modis
Kenichi,28,19.558214,2.07591,sst,30km,2014,modis
Toppu,18,20.542222,0.401045,sst,30km,2014,modis
Hime,4,20.81875,0.292091,sst,30km,2014,modis
Ishizaki,67,20.831641,1.001393,sst,30km,2014,modis
Ookamotsu,63,20.64873,2.121961,sst,30km,2014,modis
Kokamotsu,6,21.283333,0.261688,sst,30km,2014,modis
Mogusa,12,20.491666,1.404823,sst,30km,2014,modis
Oyobe,45,20.146333,1.191885,sst,30km,2014,modis
Shiotomari,117,18.788675,1.001103,sst,30km,2014,modis
Haraki,60,18.5105,1.231875,sst,30km,2014,modis
Hidakahorobetsu,90,17.080777,1.069801,sst,30km,2014,modis
Nikanbetsu,57,15.854824,1.373704,sst,30km,2014,modis
Utabetsu,39,14.954871,1.261992,sst,30km,2014,modis
Nishibetsu,109,15.027981,2.38555,sst,30km,2015,modis
Onnebetsu,125,16.29952,1.243649,sst,30km,2015,modis
Okushibetsu,18,15.857777,0.577776,sst,30km,2015,modis
Yamubetsu,38,15.975657,1.494382,sst,30km,2015,modis
Horonai,105,16.376904,0.833067,sst,30km,2015,modis
Shimonaefutoro,127,16.792322,0.694857,sst,30km,2015,modis
Masuhoro,53,18.052169,1.211871,sst,30km,2015,modis
Nobusha,85,19.33447,0.888312,sst,30km,2015,modis
Shokanbetsu,14,19.568214,0.756648,sst,30km,2015,modis
Atsuta,78,19.711602,1.372668,sst,30km,2015,modis
Shakotan,150,19.1556,1.218006,sst,30km,2015,modis
Yobetsu,22,19.084318,0.699783,sst,30km,2015,modis
Furuu,47,20.088723,1.537291,sst,30km,2015,modis
Tomari,98,19.068367,1.130475,sst,30km,2015,modis
Chihase,12,19.06625,0.645604,sst,30km,2015,modis
Sukki,63,19.509762,0.596232,sst,30km,2015,modis
Toshibetsu,35,19.461,0.613731,sst,30km,2015,modis
Futoro,12,19.635833,0.404335,sst,30km,2015,modis
Usubetsu,54,19.814537,0.587813,sst,30km,2015,modis
Kenichi,26,19.405,0.735809,sst,30km,2015,modis
Toppu,18,20.395277,0.746701,sst,30km,2015,modis
Hime,4,21.263749,1.18159,sst,30km,2015,modis
Ishizaki,65,20.696384,0.528897,sst,30km,2015,modis
Ookamotsu,65,20.21823,0.834011,sst,30km,2015,modis
Kokamotsu,7,20.761428,0.761309,sst,30km,2015,modis
Mogusa,12,20.306666,1.170636,sst,30km,2015,modis
Oyobe,45,20.813666,1.093896,sst,30km,2015,modis
Shiotomari,117,18.474572,1.164904,sst,30km,2015,modis
Haraki,60,17.81175,1.269299,sst,30km,2015,modis
Hidakahorobetsu,93,17.071559,1.124642,sst,30km,2015,modis
Nikanbetsu,59,15.065508,1.857754,sst,30km,2015,modis
Utabetsu,39,14.067436,1.283624,sst,30km,2015,modis
Nishibetsu,113,11.912301,2.560626,sst,30km,2016,modis
Onnebetsu,131,12.392137,1.920307,sst,30km,2016,modis
Okushibetsu,18,14.113889,0.687977,sst,30km,2016,modis
Yamubetsu,41,11.941219,3.593373,sst,30km,2016,modis
Horonai,106,15.908726,1.558219,sst,30km,2016,modis
Shimonaefutoro,125,17.07268,0.810239,sst,30km,2016,modis
Masuhoro,53,17.875094,0.573108,sst,30km,2016,modis
Nobusha,88,19.882045,0.705271,sst,30km,2016,modis
Shokanbetsu,14,19.695357,0.514853,sst,30km,2016,modis
Atsuta,82,19.485183,1.500754,sst,30km,2016,modis
Shakotan,150,19.0765,1.054354,sst,30km,2016,modis
Yobetsu,22,18.934772,0.457295,sst,30km,2016,modis
Furuu,47,18.909042,2.137357,sst,30km,2016,modis
Tomari,103,19.134514,1.181189,sst,30km,2016,modis
Chihase,13,19.043461,0.962352,sst,30km,2016,modis
Sukki,62,19.494112,0.481287,sst,30km,2016,modis
Toshibetsu,36,19.904444,1.01837,sst,30km,2016,modis
Futoro,12,19.486666,0.54936,sst,30km,2016,modis
Usubetsu,55,19.301545,1.577559,sst,30km,2016,modis
Kenichi,29,18.983448,1.20298,sst,30km,2016,modis
Toppu,21,18.374762,2.484361,sst,30km,2016,modis
Hime,4,19.65125,0.165355,sst,30km,2016,modis
Ishizaki,70,20.259499,1.270752,sst,30km,2016,modis
Ookamotsu,65,19.846769,1.938426,sst,30km,2016,modis
Kokamotsu,7,21.026428,1.010685,sst,30km,2016,modis
Mogusa,12,20.570416,0.789096,sst,30km,2016,modis
Oyobe,46,20.770326,1.195792,sst,30km,2016,modis
Shiotomari,123,18.412113,1.239089,sst,30km,2016,modis
Haraki,60,17.617083,0.81775,sst,30km,2016,modis
Hidakahorobetsu,92,16.665163,1.436629,sst,30km,2016,modis
Nikanbetsu,61,13.478852,2.628327,sst,30km,2016,modis
Utabetsu,39,13.510897,1.430346,sst,30km,2016,modis
Nishibetsu,279,12.614785,3.342337,sst,50km,1999,avhrr
Onnebetsu,267,12.999439,3.766947,sst,50km,1999,avhrr
Okushibetsu,27,13.352778,3.492282,sst,50km,1999,avhrr
Yamubetsu,39,13.638462,4.259623,sst,50km,1999,avhrr
Horonai,219,13.699658,6.596218,sst,50km,1999,avhrr
Shimonaefutoro,312,14.147597,6.137664,sst,50km,1999,avhrr
Masuhoro,88,16.07983,3.541473,sst,50km,1999,avhrr
Nobusha,199,20.452765,2.04694,sst,50km,1999,avhrr
Shokanbetsu,25,20.637001,1.519179,sst,50km,1999,avhrr
Atsuta,110,21.042274,2.662534,sst,50km,1999,avhrr
Shakotan,316,20.554748,2.047157,sst,50km,1999,avhrr
Yobetsu,36,19.689584,1.160615,sst,50km,1999,avhrr
Furuu,30,20.880001,2.136961,sst,50km,1999,avhrr
Tomari,178,19.878372,2.201296,sst,50km,1999,avhrr
Chihase,17,19.045589,2.222251,sst,50km,1999,avhrr
Sukki,91,19.231319,1.857664,sst,50km,1999,avhrr
Toshibetsu,73,20.485275,2.589828,sst,50km,1999,avhrr
Futoro,21,20.217858,1.603329,sst,50km,1999,avhrr
Usubetsu,78,22.025962,2.33813,sst,50km,1999,avhrr
Kenichi,25,22.548001,2.417364,sst,50km,1999,avhrr
Toppu,34,22.47353,2.56687,sst,50km,1999,avhrr
Hime,10,20.377501,2.165163,sst,50km,1999,avhrr
Ishizaki,161,20.622206,2.226098,sst,50km,1999,avhrr
Ookamotsu,97,20.875516,2.294935,sst,50km,1999,avhrr
Kokamotsu,10,19.312501,1.118607,sst,50km,1999,avhrr
Mogusa,12,21.356251,2.183845,sst,50km,1999,avhrr
Oyobe,55,21.008183,3.187622,sst,50km,1999,avhrr
Shiotomari,225,21.358334,2.500894,sst,50km,1999,avhrr
Haraki,73,20.719521,2.018732,sst,50km,1999,avhrr
Hidakahorobetsu,264,21.119319,2.246037,sst,50km,1999,avhrr
Nikanbetsu,110,21.330001,1.469944,sst,50km,1999,avhrr
Utabetsu,63,21.141667,1.051454,sst,50km,1999,avhrr
Nishibetsu,279,15.921775,2.305024,sst,50km,2000,avhrr
Onnebetsu,267,12.193821,4.586208,sst,50km,2000,avhrr
Okushibetsu,27,11.427778,5.190984,sst,50km,2000,avhrr
Yamubetsu,39,8.719231,2.547324,sst,50km,2000,avhrr
Horonai,219,14.136302,3.270112,sst,50km,2000,avhrr
Shimonaefutoro,312,15.232933,3.276224,sst,50km,2000,avhrr
Masuhoro,88,15.896592,1.9214,sst,50km,2000,avhrr
Nobusha,199,16.056785,2.867474,sst,50km,2000,avhrr
Shokanbetsu,25,18.189001,1.509289,sst,50km,2000,avhrr
Atsuta,110,18.546819,2.749905,sst,50km,2000,avhrr
Shakotan,316,17.658466,1.928964,sst,50km,2000,avhrr
Yobetsu,36,16.820834,1.308937,sst,50km,2000,avhrr
Furuu,30,19.040001,2.592494,sst,50km,2000,avhrr
Tomari,178,18.638343,2.563143,sst,50km,2000,avhrr
Chihase,17,17.461765,0.837631,sst,50km,2000,avhrr
Sukki,91,18.262913,1.256288,sst,50km,2000,avhrr
Toshibetsu,73,19.898631,2.00586,sst,50km,2000,avhrr
Futoro,21,19.500001,1.381963,sst,50km,2000,avhrr
Usubetsu,78,19.426924,2.576866,sst,50km,2000,avhrr
Kenichi,25,19.923001,2.134946,sst,50km,2000,avhrr
Toppu,34,20.772795,2.778187,sst,50km,2000,avhrr
Hime,10,18.8475,2.15135,sst,50km,2000,avhrr
Ishizaki,161,18.291616,2.74056,sst,50km,2000,avhrr
Ookamotsu,97,19.825516,1.743737,sst,50km,2000,avhrr
Kokamotsu,10,20.025001,1.997311,sst,50km,2000,avhrr
Mogusa,12,20.906251,2.833856,sst,50km,2000,avhrr
Oyobe,55,19.618637,3.268977,sst,50km,2000,avhrr
Shiotomari,225,19.769001,3.168425,sst,50km,2000,avhrr
Haraki,73,20.623974,1.716267,sst,50km,2000,avhrr
Hidakahorobetsu,264,21.902273,1.283409,sst,50km,2000,avhrr
Nikanbetsu,110,21.615001,1.315732,sst,50km,2000,avhrr
Utabetsu,63,21.259525,1.008077,sst,50km,2000,avhrr
Nishibetsu,279,11.780108,2.798112,sst,50km,2001,avhrr
Onnebetsu,267,13.682866,2.918109,sst,50km,2001,avhrr
Okushibetsu,27,14.258334,3.220658,sst,50km,2001,avhrr
Yamubetsu,39,12.563462,2.683114,sst,50km,2001,avhrr
Horonai,219,14.95274,4.51636,sst,50km,2001,avhrr
Shimonaefutoro,312,16.72428,4.860565,sst,50km,2001,avhrr
Masuhoro,88,18.789205,1.704684,sst,50km,2001,avhrr
Nobusha,199,20.257161,2.428248,sst,50km,2001,avhrr
Shokanbetsu,25,20.676001,1.341929,sst,50km,2001,avhrr
Atsuta,110,19.224546,3.94792,sst,50km,2001,avhrr
Shakotan,316,20.68932,1.570068,sst,50km,2001,avhrr
Yobetsu,36,20.614584,0.826165,sst,50km,2001,avhrr
Furuu,30,19.655001,2.015341,sst,50km,2001,avhrr
Tomari,178,21.123456,1.496717,sst,50km,2001,avhrr
Chihase,17,21.639707,0.890062,sst,50km,2001,avhrr
Sukki,91,21.176375,1.368751,sst,50km,2001,avhrr
Toshibetsu,73,20.805823,1.885587,sst,50km,2001,avhrr
Futoro,21,20.575001,0.852098,sst,50km,2001,avhrr
Usubetsu,78,19.625001,3.071496,sst,50km,2001,avhrr
Kenichi,25,19.662001,3.860784,sst,50km,2001,avhrr
Toppu,34,20.327207,3.578127,sst,50km,2001,avhrr
Hime,10,18.472501,1.940182,sst,50km,2001,avhrr
Ishizaki,161,20.100467,2.867251,sst,50km,2001,avhrr
Ookamotsu,97,21.256702,1.935458,sst,50km,2001,avhrr
Kokamotsu,10,20.715001,1.354908,sst,50km,2001,avhrr
Mogusa,12,21.581251,2.531759,sst,50km,2001,avhrr
Oyobe,55,20.079546,4.031104,sst,50km,2001,avhrr
Shiotomari,225,19.404001,2.898152,sst,50km,2001,avhrr
Haraki,73,18.947261,1.549401,sst,50km,2001,avhrr
Hidakahorobetsu,264,17.894887,3.498009,sst,50km,2001,avhrr
Nikanbetsu,110,15.659319,3.765107,sst,50km,2001,avhrr
Utabetsu,63,18.369048,3.178957,sst,50km,2001,avhrr
Nishibetsu,279,6.991398,2.885607,sst,50km,2002,avhrr
Onnebetsu,267,7.875562,2.425948,sst,50km,2002,avhrr
Okushibetsu,27,9.541667,4.818598,sst,50km,2002,avhrr
Yamubetsu,39,8.798077,2.945816,sst,50km,2002,avhrr
Horonai,219,11.516781,3.48354,sst,50km,2002,avhrr
Shimonaefutoro,312,10.90577,3.573792,sst,50km,2002,avhrr
Masuhoro,88,12.480682,2.332292,sst,50km,2002,avhrr
Nobusha,199,16.835051,1.822547,sst,50km,2002,avhrr
Shokanbetsu,25,16.896001,0.561056,sst,50km,2002,avhrr
Atsuta,110,17.624319,2.186338,sst,50km,2002,avhrr
Shakotan,316,16.785998,1.592791,sst,50km,2002,avhrr
Yobetsu,36,16.160417,1.042456,sst,50km,2002,avhrr
Furuu,30,17.260001,1.438324,sst,50km,2002,avhrr
Tomari,178,16.294383,2.807246,sst,50km,2002,avhrr
Chihase,17,15.851471,0.884776,sst,50km,2002,avhrr
Sukki,91,16.145605,1.598048,sst,50km,2002,avhrr
Toshibetsu,73,16.40137,2.638392,sst,50km,2002,avhrr
Futoro,21,16.250001,2.637911,sst,50km,2002,avhrr
Usubetsu,78,17.145193,1.862897,sst,50km,2002,avhrr
Kenichi,25,17.709001,1.522824,sst,50km,2002,avhrr
Toppu,34,18.167648,2.55331,sst,50km,2002,avhrr
Hime,10,17.280001,3.097455,sst,50km,2002,avhrr
Ishizaki,161,16.990529,2.966294,sst,50km,2002,avhrr
Ookamotsu,97,17.298712,1.816517,sst,50km,2002,avhrr
Kokamotsu,10,16.560001,0.674833,sst,50km,2002,avhrr
Mogusa,12,17.425001,2.096947,sst,50km,2002,avhrr
Oyobe,55,17.340001,2.68722,sst,50km,2002,avhrr
Shiotomari,225,17.962667,2.941497,sst,50km,2002,avhrr
Haraki,73,19.359247,0.931549,sst,50km,2002,avhrr
Hidakahorobetsu,264,17.089205,3.876741,sst,50km,2002,avhrr
Nikanbetsu,110,16.080683,2.72106,sst,50km,2002,avhrr
Utabetsu,63,15.27381,2.682555,sst,50km,2002,avhrr
Nishibetsu,264,9.230398,2.747459,sst,50km,2003,avhrr
Onnebetsu,256,8.142481,3.124868,sst,50km,2003,avhrr
Okushibetsu,27,9.625,3.862911,sst,50km,2003,avhrr
Yamubetsu,39,8.344231,2.592503,sst,50km,2003,avhrr
Horonai,201,9.666045,4.040783,sst,50km,2003,avhrr
Shimonaefutoro,282,13.273405,5.678778,sst,50km,2003,avhrr
Masuhoro,88,16.088353,3.079217,sst,50km,2003,avhrr
Nobusha,186,17.041533,2.472812,sst,50km,2003,avhrr
Shokanbetsu,25,17.625001,1.16846,sst,50km,2003,avhrr
Atsuta,106,18.367218,2.056436,sst,50km,2003,avhrr
Shakotan,309,17.629612,2.287646,sst,50km,2003,avhrr
Yobetsu,36,18.133334,1.807546,sst,50km,2003,avhrr
Furuu,29,19.347414,2.588164,sst,50km,2003,avhrr
Tomari,168,19.705358,1.625431,sst,50km,2003,avhrr
Chihase,17,18.988236,1.126098,sst,50km,2003,avhrr
Sukki,87,19.676725,1.637491,sst,50km,2003,avhrr
Toshibetsu,71,17.900705,4.294863,sst,50km,2003,avhrr
Futoro,21,19.167858,1.188915,sst,50km,2003,avhrr
Usubetsu,74,19.345947,2.492685,sst,50km,2003,avhrr
Kenichi,21,20.082144,1.756606,sst,50km,2003,avhrr
Toppu,31,21.089517,2.534685,sst,50km,2003,avhrr
Hime,8,21.365626,1.782902,sst,50km,2003,avhrr
Ishizaki,147,19.724491,3.385234,sst,50km,2003,avhrr
Ookamotsu,93,20.181452,3.087448,sst,50km,2003,avhrr
Kokamotsu,10,20.557501,0.830741,sst,50km,2003,avhrr
Mogusa,11,19.650001,0.728557,sst,50km,2003,avhrr
Oyobe,52,18.471635,2.395413,sst,50km,2003,avhrr
Shiotomari,207,19.610508,2.560144,sst,50km,2003,avhrr
Haraki,69,18.600001,1.523725,sst,50km,2003,avhrr
Hidakahorobetsu,253,18.508993,2.655289,sst,50km,2003,avhrr
Nikanbetsu,106,16.178774,3.10645,sst,50km,2003,avhrr
Utabetsu,62,16.891936,2.726164,sst,50km,2003,avhrr
Nishibetsu,316,12.325348,2.12828,sst,50km,2003,modis
Onnebetsu,307,12.096417,2.477566,sst,50km,2003,modis
Okushibetsu,18,13.202222,2.958987,sst,50km,2003,modis
Yamubetsu,46,10.692608,3.270561,sst,50km,2003,modis
Horonai,261,13.490709,2.568673,sst,50km,2003,modis
Shimonaefutoro,366,15.217582,2.815912,sst,50km,2003,modis
Masuhoro,99,16.545404,1.4112,sst,50km,2003,modis
Nobusha,227,17.659295,0.753407,sst,50km,2003,modis
Shokanbetsu,34,17.78647,0.431344,sst,50km,2003,modis
Atsuta,109,18.026101,0.575034,sst,50km,2003,modis
Shakotan,352,17.807315,0.641415,sst,50km,2003,modis
Yobetsu,44,17.689091,0.636494,sst,50km,2003,modis
Furuu,42,18.017976,0.891613,sst,50km,2003,modis
Tomari,209,17.975071,0.790937,sst,50km,2003,modis
Chihase,24,18.205416,0.515216,sst,50km,2003,modis
Sukki,102,18.08299,0.39284,sst,50km,2003,modis
Toshibetsu,84,18.20744,0.797095,sst,50km,2003,modis
Futoro,20,17.976,0.509955,sst,50km,2003,modis
Usubetsu,88,18.274318,0.693564,sst,50km,2003,modis
Kenichi,38,18.050131,1.077937,sst,50km,2003,modis
Toppu,39,18.589743,1.123613,sst,50km,2003,modis
Hime,12,18.821666,0.763962,sst,50km,2003,modis
Ishizaki,180,19.331722,0.986079,sst,50km,2003,modis
Ookamotsu,113,19.823495,0.549881,sst,50km,2003,modis
Kokamotsu,4,19.55875,0.710725,sst,50km,2003,modis
Mogusa,22,19.610227,0.755338,sst,50km,2003,modis
Oyobe,59,19.157542,0.973877,sst,50km,2003,modis
Shiotomari,262,17.496984,1.234965,sst,50km,2003,modis
Haraki,86,16.862325,0.975314,sst,50km,2003,modis
Hidakahorobetsu,293,15.31773,1.897555,sst,50km,2003,modis
Nikanbetsu,122,12.366475,2.012465,sst,50km,2003,modis
Utabetsu,69,13.10355,2.034822,sst,50km,2003,modis
Nishibetsu,332,14.307831,2.975435,sst,50km,2004,modis
Onnebetsu,307,16.985586,0.7594,sst,50km,2004,modis
Okushibetsu,18,16.601944,1.301358,sst,50km,2004,modis
Yamubetsu,44,16.645,1.13549,sst,50km,2004,modis
Horonai,260,16.585769,1.732097,sst,50km,2004,modis
Shimonaefutoro,367,16.046743,3.088803,sst,50km,2004,modis
Masuhoro,99,17.248737,1.711889,sst,50km,2004,modis
Nobusha,230,19.136804,0.779595,sst,50km,2004,modis
Shokanbetsu,34,18.945147,0.418932,sst,50km,2004,modis
Atsuta,111,19.286441,0.992437,sst,50km,2004,modis
Shakotan,354,19.392471,0.689004,sst,50km,2004,modis
Yobetsu,44,19.34534,0.34676,sst,50km,2004,modis
Furuu,40,19.862499,0.649854,sst,50km,2004,modis
Tomari,211,19.544644,1.041241,sst,50km,2004,modis
Chihase,24,19.588958,0.793077,sst,50km,2004,modis
Sukki,102,19.517058,0.484221,sst,50km,2004,modis
Toshibetsu,86,19.673953,0.826297,sst,50km,2004,modis
Futoro,20,19.769,0.344861,sst,50km,2004,modis
Usubetsu,88,19.786193,0.517478,sst,50km,2004,modis
Kenichi,39,19.50423,0.895498,sst,50km,2004,modis
Toppu,40,20.047249,1.282363,sst,50km,2004,modis
Hime,10,20.486499,0.855047,sst,50km,2004,modis
Ishizaki,180,20.281194,0.687618,sst,50km,2004,modis
Ookamotsu,114,20.672061,0.634974,sst,50km,2004,modis
Kokamotsu,4,20.628749,1.065518,sst,50km,2004,modis
Mogusa,22,20.823863,1.009052,sst,50km,2004,modis
Oyobe,58,20.284482,1.568857,sst,50km,2004,modis
Shiotomari,265,19.020415,1.126207,sst,50km,2004,modis
Haraki,86,19.254709,0.615166,sst,50km,2004,modis
Hidakahorobetsu,300,17.495066,1.923165,sst,50km,2004,modis
Nikanbetsu,122,14.431844,2.218239,sst,50km,2004,modis
Utabetsu,69,14.778913,2.253903,sst,50km,2004,modis
Nishibetsu,331,15.034516,1.767341,sst,50km,2005,modis
Onnebetsu,308,15.415714,1.180803,sst,50km,2005,modis
Okushibetsu,18,15.796111,1.497205,sst,50km,2005,modis
Yamubetsu,46,14.985543,2.247393,sst,50km,2005,modis
Horonai,261,15.883984,1.642865,sst,50km,2005,modis
Shimonaefutoro,366,16.730669,2.460133,sst,50km,2005,modis
Masuhoro,99,17.446565,1.535079,sst,50km,2005,modis
Nobusha,229,18.719585,0.84639,sst,50km,2005,modis
Shokanbetsu,34,18.932353,0.65445,sst,50km,2005,modis
Atsuta,109,19.555917,0.631097,sst,50km,2005,modis
Shakotan,358,19.283296,0.819546,sst,50km,2005,modis
Yobetsu,44,19.331249,0.580868,sst,50km,2005,modis
Furuu,40,20.166624,0.560788,sst,50km,2005,modis
Tomari,212,19.951462,0.908702,sst,50km,2005,modis
Chihase,24,20.669583,0.896124,sst,50km,2005,modis
Sukki,102,20.42897,0.604885,sst,50km,2005,modis
Toshibetsu,85,20.838647,0.697244,sst,50km,2005,modis
Futoro,20,21.018,0.278574,sst,50km,2005,modis
Usubetsu,88,21.300738,0.65271,sst,50km,2005,modis
Kenichi,39,20.574487,1.951307,sst,50km,2005,modis
Toppu,40,21.086375,1.441921,sst,50km,2005,modis
Hime,10,20.7955,1.136935,sst,50km,2005,modis
Ishizaki,180,21.762055,1.097133,sst,50km,2005,modis
Ookamotsu,113,22.030973,0.889929,sst,50km,2005,modis
Kokamotsu,4,22.25125,0.970865,sst,50km,2005,modis
Mogusa,22,21.979091,1.048196,sst,50km,2005,modis
Oyobe,59,21.285508,2.633847,sst,50km,2005,modis
Shiotomari,265,18.999471,1.256009,sst,50km,2005,modis
Haraki,86,18.596511,1.006654,sst,50km,2005,modis
Hidakahorobetsu,293,17.173942,2.347748,sst,50km,2005,modis
Nikanbetsu,122,14.480532,2.181855,sst,50km,2005,modis
Utabetsu,69,15.172608,2.092991,sst,50km,2005,modis
Nishibetsu,333,14.199699,2.019515,sst,50km,2006,modis
Onnebetsu,306,17.374117,0.821486,sst,50km,2006,modis
Okushibetsu,20,17.812,1.686575,sst,50km,2006,modis
Yamubetsu,44,16.756704,3.116717,sst,50km,2006,modis
Horonai,263,16.911464,1.488893,sst,50km,2006,modis
Shimonaefutoro,370,16.873527,2.918215,sst,50km,2006,modis
Masuhoro,99,17.824293,1.358344,sst,50km,2006,modis
Nobusha,227,19.813326,0.599612,sst,50km,2006,modis
Shokanbetsu,36,19.543889,1.546369,sst,50km,2006,modis
Atsuta,109,20.019312,0.756118,sst,50km,2006,modis
Shakotan,354,20.304618,0.47522,sst,50km,2006,modis
Yobetsu,44,20.260113,0.314145,sst,50km,2006,modis
Furuu,40,20.246875,0.656651,sst,50km,2006,modis
Tomari,211,19.732582,0.811546,sst,50km,2006,modis
Chihase,24,20.017708,0.888805,sst,50km,2006,modis
Sukki,102,20.239117,0.848394,sst,50km,2006,modis
Toshibetsu,85,21.132588,0.798738,sst,50km,2006,modis
Futoro,20,21.167999,0.611734,sst,50km,2006,modis
Usubetsu,89,21.341685,0.914949,sst,50km,2006,modis
Kenichi,39,20.875256,1.283276,sst,50km,2006,modis
Toppu,40,20.674874,1.592307,sst,50km,2006,modis
Hime,10,20.4075,1.656572,sst,50km,2006,modis
Ishizaki,182,21.307747,1.050059,sst,50km,2006,modis
Ookamotsu,113,21.513451,0.749649,sst,50km,2006,modis
