river,n_cell,value,sd,measure,buffer,year,source
Yamubetsu,37,1.37756,0.322047,chr_a,50km,2006,modis
Horonai,244,1.542522,0.370027,chr_a,50km,2006,modis
Shimonaefutoro,339,1.253439,0.661999,chr_a,50km,2006,modis
Masuhoro,97,0.840002,0.419631,chr_a,50km,2006,modis
Nobusha,209,0.845848,0.406643,chr_a,50km,2006,modis
Shokanbetsu,34,1.198043,0.973726,chr_a,50km,2006,modis
Atsuta,101,1.540319,1.570764,chr_a,50km,2006,modis
Shakotan,340,0.70122,0.308214,chr_a,50km,2006,modis
Yobetsu,44,0.897735,0.386354,chr_a,50km,2006,modis
Furuu,33,0.569747,0.149008,chr_a,50km,2006,modis
Tomari,189,1.162476,0.565783,chr_a,50km,2006,modis
Chihase,22,0.971607,0.167316,chr_a,50km,2006,modis
Sukki,99,1.023412,0.310365,chr_a,50km,2006,modis
Toshibetsu,72,1.187977,0.669183,chr_a,50km,2006,modis
Futoro,20,1.388396,0.732973,chr_a,50km,2006,modis
Usubetsu,85,1.026213,0.390409,chr_a,50km,2006,modis
Kenichi,33,1.064636,0.332196,chr_a,50km,2006,modis
Toppu,27,2.280303,2.010465,chr_a,50km,2006,modis
Hime,8,1.748577,1.037276,chr_a,50km,2006,modis
Ishizaki,174,1.048673,0.494422,chr_a,50km,2006,modis
Ookamotsu,111,0.974951,0.310779,chr_a,50km,2006,modis
Kokamotsu,4,0.975488,0.201544,chr_a,50km,2006,modis
Mogusa,21,1.246298,0.636107,chr_a,50km,2006,modis
Oyobe,52,1.312777,0.5884,chr_a,50km,2006,modis
Shiotomari,236,1.137541,0.419801,chr_a,50km,2006,modis
Haraki,80,1.256169,0.281204,chr_a,50km,2006,modis
Hidakahorobetsu,275,1.578068,0.58575,chr_a,50km,2006,modis
Nikanbetsu,122,1.329545,0.325691,chr_a,50km,2006,modis
Utabetsu,69,1.337087,0.316987,chr_a,50km,2006,modis
Nishibetsu,281,2.690792,0.978008,chr_a,50km,2007,modis
Onnebetsu,289,1.322468,0.375989,chr_a,50km,2007,modis
Okushibetsu,12,1.791541,1.192623,chr_a,50km,2007,modis
Yamubetsu,37,1.614352,0.70167,chr_a,50km,2007,modis
Horonai,244,0.936409,0.206137,chr_a,50km,2007,modis
Shimonaefutoro,338,0.88449,0.253756,chr_a,50km,2007,modis
Masuhoro,99,0.833149,0.190185,chr_a,50km,2007,modis
Nobusha,208,0.704272,0.318498,chr_a,50km,2007,modis
Shokanbetsu,34,0.921673,0.944055,chr_a,50km,2007,modis
Atsuta,100,1.788775,1.833541,chr_a,50km,2007,modis
Shakotan,340,0.446207,0.067607,chr_a,50km,2007,modis
Yobetsu,44,0.47748,0.095652,chr_a,50km,2007,modis
Furuu,33,0.614252,0.263039,chr_a,50km,2007,modis
Tomari,189,0.666158,0.322693,chr_a,50km,2007,modis
Chihase,22,0.515243,0.070215,chr_a,50km,2007,modis
Sukki,99,0.523513,0.091153,chr_a,50km,2007,modis
Toshibetsu,74,0.606082,0.242065,chr_a,50km,2007,modis
Futoro,20,0.572079,0.117822,chr_a,50km,2007,modis
Usubetsu,84,0.608362,0.133718,chr_a,50km,2007,modis
Kenichi,33,0.612283,0.117727,chr_a,50km,2007,modis
Toppu,27,0.697325,0.346102,chr_a,50km,2007,modis
Hime,8,0.691674,0.22963,chr_a,50km,2007,modis
Ishizaki,174,0.432871,0.088689,chr_a,50km,2007,modis
Ookamotsu,110,0.388677,0.038002,chr_a,50km,2007,modis
Kokamotsu,4,0.404205,0.037881,chr_a,50km,2007,modis
Mogusa,21,0.397836,0.0387,chr_a,50km,2007,modis
Oyobe,52,0.460669,0.074406,chr_a,50km,2007,modis
Shiotomari,242,0.63511,0.15536,chr_a,50km,2007,modis
Haraki,80,0.590817,0.100167,chr_a,50km,2007,modis
Hidakahorobetsu,276,1.249528,0.709078,chr_a,50km,2007,modis
Nikanbetsu,122,1.404847,0.463102,chr_a,50km,2007,modis
Utabetsu,69,1.130868,0.138499,chr_a,50km,2007,modis
Nishibetsu,281,2.598013,2.305185,chr_a,50km,2008,modis
Onnebetsu,291,1.069007,0.315957,chr_a,50km,2008,modis
Okushibetsu,12,1.501468,0.552411,chr_a,50km,2008,modis
Yamubetsu,37,1.239556,0.378182,chr_a,50km,2008,modis
Horonai,244,1.454985,0.89369,chr_a,50km,2008,modis
Shimonaefutoro,339,0.825029,0.24076,chr_a,50km,2008,modis
Masuhoro,97,0.797893,0.192135,chr_a,50km,2008,modis
Nobusha,208,0.722139,0.38979,chr_a,50km,2008,modis
Shokanbetsu,34,0.849912,0.901433,chr_a,50km,2008,modis
Atsuta,106,1.667276,1.457107,chr_a,50km,2008,modis
Shakotan,346,0.460169,0.107132,chr_a,50km,2008,modis
Yobetsu,44,0.380398,0.044405,chr_a,50km,2008,modis
Furuu,34,0.358191,0.066553,chr_a,50km,2008,modis
Tomari,190,0.509902,0.212743,chr_a,50km,2008,modis
Chihase,22,0.390293,0.070764,chr_a,50km,2008,modis
Sukki,98,0.393197,0.082235,chr_a,50km,2008,modis
Toshibetsu,73,0.441079,0.200121,chr_a,50km,2008,modis
Futoro,20,0.352837,0.05422,chr_a,50km,2008,modis
Usubetsu,83,0.430932,0.215534,chr_a,50km,2008,modis
Kenichi,33,0.649566,0.257294,chr_a,50km,2008,modis
Toppu,27,1.665067,1.763963,chr_a,50km,2008,modis
Hime,8,1.266633,0.909248,chr_a,50km,2008,modis
Ishizaki,173,0.674571,0.651959,chr_a,50km,2008,modis
Ookamotsu,111,0.635527,1.297737,chr_a,50km,2008,modis
Kokamotsu,4,0.52839,0.158802,chr_a,50km,2008,modis
Mogusa,21,0.550469,0.232992,chr_a,50km,2008,modis
Oyobe,52,0.639055,0.229119,chr_a,50km,2008,modis
Shiotomari,241,1.225881,0.561814,chr_a,50km,2008,modis
Haraki,80,0.926731,0.372533,chr_a,50km,2008,modis
Hidakahorobetsu,277,2.006582,0.757182,chr_a,50km,2008,modis
Nikanbetsu,122,1.470233,0.554053,chr_a,50km,2008,modis
Utabetsu,69,1.212922,0.25134,chr_a,50km,2008,modis
Nishibetsu,274,3.873169,1.836314,chr_a,50km,2009,modis
Onnebetsu,290,1.628892,0.964422,chr_a,50km,2009,modis
Okushibetsu,12,2.035948,0.950381,chr_a,50km,2009,modis
Yamubetsu,38,2.081728,0.970451,chr_a,50km,2009,modis
Horonai,245,1.18113,0.368289,chr_a,50km,2009,modis
Shimonaefutoro,342,1.064895,0.418635,chr_a,50km,2009,modis
Masuhoro,97,0.899884,0.311137,chr_a,50km,2009,modis
Nobusha,210,1.091943,0.40712,chr_a,50km,2009,modis
Shokanbetsu,34,1.299185,1.117071,chr_a,50km,2009,modis
Atsuta,102,2.126196,1.777723,chr_a,50km,2009,modis
Shakotan,343,0.587363,0.11567,chr_a,50km,2009,modis
Yobetsu,44,0.613938,0.140078,chr_a,50km,2009,modis
Furuu,33,0.944409,0.348787,chr_a,50km,2009,modis
Tomari,191,1.011284,0.463795,chr_a,50km,2009,modis
Chihase,22,0.836663,0.467162,chr_a,50km,2009,modis
Sukki,99,0.70117,0.303276,chr_a,50km,2009,modis
Toshibetsu,72,0.935942,0.337698,chr_a,50km,2009,modis
Futoro,20,0.998605,0.353618,chr_a,50km,2009,modis
Usubetsu,83,0.864549,0.445209,chr_a,50km,2009,modis
Kenichi,36,0.953916,0.569563,chr_a,50km,2009,modis
Toppu,29,1.054988,1.045373,chr_a,50km,2009,modis
Hime,8,0.918312,0.544638,chr_a,50km,2009,modis
Ishizaki,174,0.59978,0.207983,chr_a,50km,2009,modis
Ookamotsu,110,0.571925,0.145436,chr_a,50km,2009,modis
Kokamotsu,4,0.605346,0.051674,chr_a,50km,2009,modis
Mogusa,21,0.589797,0.095144,chr_a,50km,2009,modis
Oyobe,52,0.651826,0.176499,chr_a,50km,2009,modis
Shiotomari,242,0.976312,0.429267,chr_a,50km,2009,modis
Haraki,80,1.10998,0.503872,chr_a,50km,2009,modis
Hidakahorobetsu,278,1.787733,0.470372,chr_a,50km,2009,modis
Nikanbetsu,122,1.779147,0.689162,chr_a,50km,2009,modis
Utabetsu,69,1.534174,0.220051,chr_a,50km,2009,modis
Nishibetsu,280,3.653734,1.543787,chr_a,50km,2010,modis
Onnebetsu,290,1.805336,1.022218,chr_a,50km,2010,modis
Okushibetsu,11,1.628948,0.357777,chr_a,50km,2010,modis
Yamubetsu,36,1.471046,0.383125,chr_a,50km,2010,modis
Horonai,245,1.006429,0.159206,chr_a,50km,2010,modis
Shimonaefutoro,342,0.854381,0.448166,chr_a,50km,2010,modis
Masuhoro,97,0.579796,0.246698,chr_a,50km,2010,modis
Nobusha,212,1.207409,0.735985,chr_a,50km,2010,modis
Shokanbetsu,34,1.675779,1.799308,chr_a,50km,2010,modis
Atsuta,101,2.593338,1.959932,chr_a,50km,2010,modis
Shakotan,345,0.714892,0.495669,chr_a,50km,2010,modis
Yobetsu,44,0.604843,0.476545,chr_a,50km,2010,modis
Furuu,33,0.995346,0.624116,chr_a,50km,2010,modis
Tomari,191,1.158795,0.852032,chr_a,50km,2010,modis
Chihase,22,1.451825,0.508537,chr_a,50km,2010,modis
Sukki,99,1.334332,0.785534,chr_a,50km,2010,modis
Toshibetsu,72,1.369591,0.933721,chr_a,50km,2010,modis
Futoro,20,1.359974,0.709998,chr_a,50km,2010,modis
Usubetsu,84,1.401894,0.686779,chr_a,50km,2010,modis
Kenichi,33,1.620422,0.719157,chr_a,50km,2010,modis
Toppu,27,1.650002,0.907456,chr_a,50km,2010,modis
Hime,8,2.095318,1.15991,chr_a,50km,2010,modis
Ishizaki,174,0.828599,0.367126,chr_a,50km,2010,modis
Ookamotsu,111,0.696992,0.196878,chr_a,50km,2010,modis
Kokamotsu,4,0.799272,0.220169,chr_a,50km,2010,modis
Mogusa,21,0.85076,0.380142,chr_a,50km,2010,modis
Oyobe,52,0.984663,0.619897,chr_a,50km,2010,modis
Shiotomari,239,1.626266,0.770158,chr_a,50km,2010,modis
Haraki,80,1.309057,0.563932,chr_a,50km,2010,modis
Hidakahorobetsu,277,1.74381,0.592422,chr_a,50km,2010,modis
Nikanbetsu,122,2.215781,0.591209,chr_a,50km,2010,modis
Utabetsu,69,1.961585,0.583039,chr_a,50km,2010,modis
Nishibetsu,280,2.97066,1.955208,chr_a,50km,2011,modis
Onnebetsu,290,1.56903,0.563295,chr_a,50km,2011,modis
Okushibetsu,12,2.509439,1.051132,chr_a,50km,2011,modis
Yamubetsu,38,1.818537,0.292096,chr_a,50km,2011,modis
Horonai,244,1.721482,0.620316,chr_a,50km,2011,modis
Shimonaefutoro,337,0.968103,0.4413,chr_a,50km,2011,modis
Masuhoro,97,0.632628,0.303068,chr_a,50km,2011,modis
Nobusha,208,1.033397,0.704296,chr_a,50km,2011,modis
Shokanbetsu,34,1.579811,1.58623,chr_a,50km,2011,modis
Atsuta,106,2.42036,2.039042,chr_a,50km,2011,modis
Shakotan,341,0.735024,0.249721,chr_a,50km,2011,modis
Yobetsu,44,0.555676,0.177073,chr_a,50km,2011,modis
Furuu,36,0.753763,0.28867,chr_a,50km,2011,modis
Tomari,191,1.160375,0.875836,chr_a,50km,2011,modis
Chihase,22,1.211226,0.346611,chr_a,50km,2011,modis
Sukki,97,1.399784,0.53699,chr_a,50km,2011,modis
Toshibetsu,73,1.590733,0.583183,chr_a,50km,2011,modis
Futoro,20,1.299528,0.473449,chr_a,50km,2011,modis
Usubetsu,83,1.489294,0.547421,chr_a,50km,2011,modis
Kenichi,33,1.592893,0.588647,chr_a,50km,2011,modis
Toppu,27,1.649402,0.879274,chr_a,50km,2011,modis
Hime,8,1.268918,0.18932,chr_a,50km,2011,modis
Ishizaki,174,1.216176,0.406924,chr_a,50km,2011,modis
Ookamotsu,109,1.272319,0.307638,chr_a,50km,2011,modis
Kokamotsu,4,1.144904,0.238554,chr_a,50km,2011,modis
Mogusa,21,1.250922,0.290676,chr_a,50km,2011,modis
Oyobe,52,1.201579,0.328286,chr_a,50km,2011,modis
Shiotomari,243,1.175979,0.485973,chr_a,50km,2011,modis
Haraki,80,1.350964,0.390783,chr_a,50km,2011,modis
Hidakahorobetsu,277,2.540803,0.568467,chr_a,50km,2011,modis
Nikanbetsu,122,2.573945,0.751331,chr_a,50km,2011,modis
Utabetsu,69,2.789035,0.604097,chr_a,50km,2011,modis
Nishibetsu,273,3.019677,1.379378,chr_a,50km,2012,modis
Onnebetsu,286,1.331328,0.678713,chr_a,50km,2012,modis
Okushibetsu,12,3.67209,7.192211,chr_a,50km,2012,modis
Yamubetsu,37,1.870991,4.277842,chr_a,50km,2012,modis
Horonai,244,0.974946,0.221824,chr_a,50km,2012,modis
Shimonaefutoro,336,0.70961,0.209884,chr_a,50km,2012,modis
Masuhoro,97,0.59234,0.175067,chr_a,50km,2012,modis
Nobusha,210,0.687169,0.462763,chr_a,50km,2012,modis
Shokanbetsu,34,1.074988,0.927428,chr_a,50km,2012,modis
Atsuta,102,1.466963,1.099113,chr_a,50km,2012,modis
Shakotan,342,0.521348,0.269204,chr_a,50km,2012,modis
Yobetsu,44,0.503566,0.273443,chr_a,50km,2012,modis
Furuu,33,0.715828,0.256845,chr_a,50km,2012,modis
Tomari,189,0.896627,0.317146,chr_a,50km,2012,modis
Chihase,22,1.039132,0.256835,chr_a,50km,2012,modis
Sukki,99,1.091172,0.40525,chr_a,50km,2012,modis
Toshibetsu,74,0.949777,0.628988,chr_a,50km,2012,modis
Futoro,20,0.724587,0.19878,chr_a,50km,2012,modis
Usubetsu,83,0.793454,0.215573,chr_a,50km,2012,modis
Kenichi,33,0.704441,0.236596,chr_a,50km,2012,modis
Toppu,27,0.685333,0.359728,chr_a,50km,2012,modis
Hime,8,0.688492,0.273173,chr_a,50km,2012,modis
Ishizaki,174,0.414477,0.130298,chr_a,50km,2012,modis
Ookamotsu,110,0.417109,0.118247,chr_a,50km,2012,modis
Kokamotsu,4,0.456799,0.118561,chr_a,50km,2012,modis
Mogusa,21,0.45598,0.133209,chr_a,50km,2012,modis
Oyobe,52,0.448116,0.114067,chr_a,50km,2012,modis
Shiotomari,240,0.61442,0.247859,chr_a,50km,2012,modis
Haraki,80,0.669946,0.231348,chr_a,50km,2012,modis
Hidakahorobetsu,272,1.250271,0.726099,chr_a,50km,2012,modis
Nikanbetsu,122,1.334232,0.597544,chr_a,50km,2012,modis
Utabetsu,69,0.963039,0.1647,chr_a,50km,2012,modis
Nishibetsu,279,2.83422,1.183455,chr_a,50km,2013,modis
Onnebetsu,291,1.212293,0.73764,chr_a,50km,2013,modis
Okushibetsu,13,1.346476,0.58047,chr_a,50km,2013,modis
Yamubetsu,36,0.954873,0.162971,chr_a,50km,2013,modis
Horonai,244,0.933707,0.206535,chr_a,50km,2013,modis
Shimonaefutoro,336,0.74712,0.352259,chr_a,50km,2013,modis
Masuhoro,97,0.533013,0.120518,chr_a,50km,2013,modis
Nobusha,213,0.705162,0.662209,chr_a,50km,2013,modis
Shokanbetsu,34,0.936377,1.152344,chr_a,50km,2013,modis
Atsuta,101,1.526193,1.326941,chr_a,50km,2013,modis
Shakotan,342,0.369377,0.081708,chr_a,50km,2013,modis
Yobetsu,44,0.38617,0.069309,chr_a,50km,2013,modis
Furuu,33,0.401596,0.069516,chr_a,50km,2013,modis
Tomari,188,0.584741,0.382636,chr_a,50km,2013,modis
Chihase,22,0.542173,0.106145,chr_a,50km,2013,modis
Sukki,97,0.500998,0.111517,chr_a,50km,2013,modis
Toshibetsu,72,0.521593,0.309415,chr_a,50km,2013,modis
Futoro,20,0.493184,0.055338,chr_a,50km,2013,modis
Usubetsu,83,0.507713,0.263231,chr_a,50km,2013,modis
Kenichi,33,0.747301,0.375843,chr_a,50km,2013,modis
Toppu,27,0.646311,0.378031,chr_a,50km,2013,modis
Hime,8,0.653507,0.290823,chr_a,50km,2013,modis
Ishizaki,174,0.467195,0.11517,chr_a,50km,2013,modis
Ookamotsu,110,0.774616,0.531379,chr_a,50km,2013,modis
Kokamotsu,4,0.585107,0.130448,chr_a,50km,2013,modis
Mogusa,21,0.737396,0.346518,chr_a,50km,2013,modis
Oyobe,52,0.665762,0.264625,chr_a,50km,2013,modis
Shiotomari,245,0.833084,0.539732,chr_a,50km,2013,modis
Haraki,81,0.662815,0.156936,chr_a,50km,2013,modis
Hidakahorobetsu,279,1.281314,0.456136,chr_a,50km,2013,modis
Nikanbetsu,122,1.45109,0.413816,chr_a,50km,2013,modis
Utabetsu,69,1.266654,0.194596,chr_a,50km,2013,modis
Nishibetsu,279,2.922825,1.024611,chr_a,50km,2014,modis
Onnebetsu,290,1.530117,1.153119,chr_a,50km,2014,modis
Okushibetsu,12,2.128628,0.851801,chr_a,50km,2014,modis
Yamubetsu,37,1.791646,0.577429,chr_a,50km,2014,modis
Horonai,243,1.443041,0.674057,chr_a,50km,2014,modis
Shimonaefutoro,339,1.063543,0.2754,chr_a,50km,2014,modis
Masuhoro,97,0.884462,0.192938,chr_a,50km,2014,modis
Nobusha,211,0.815021,0.738799,chr_a,50km,2014,modis
Shokanbetsu,34,1.142927,1.524036,chr_a,50km,2014,modis
Atsuta,103,2.687782,2.694211,chr_a,50km,2014,modis
Shakotan,345,0.480945,0.131349,chr_a,50km,2014,modis
Yobetsu,44,0.461628,0.096337,chr_a,50km,2014,modis
Furuu,33,0.6788,0.170718,chr_a,50km,2014,modis
Tomari,191,0.708511,0.355744,chr_a,50km,2014,modis
Chihase,22,0.765392,0.309499,chr_a,50km,2014,modis
Sukki,99,0.935932,0.606804,chr_a,50km,2014,modis
Toshibetsu,76,1.108728,0.514449,chr_a,50km,2014,modis
Futoro,20,1.041987,0.355501,chr_a,50km,2014,modis
Usubetsu,84,0.955543,0.294739,chr_a,50km,2014,modis
Kenichi,33,0.994304,0.364207,chr_a,50km,2014,modis
Toppu,29,1.183425,0.531091,chr_a,50km,2014,modis
Hime,8,1.157801,0.419187,chr_a,50km,2014,modis
Ishizaki,174,0.872041,0.325247,chr_a,50km,2014,modis
Ookamotsu,111,1.374644,0.687187,chr_a,50km,2014,modis
Kokamotsu,4,1.555268,0.917789,chr_a,50km,2014,modis
Mogusa,21,1.598563,0.611222,chr_a,50km,2014,modis
Oyobe,52,1.235576,0.756934,chr_a,50km,2014,modis
Shiotomari,243,1.314541,0.645167,chr_a,50km,2014,modis
Haraki,81,1.282546,0.489401,chr_a,50km,2014,modis
Hidakahorobetsu,276,2.435083,0.615308,chr_a,50km,2014,modis
Nikanbetsu,122,2.376008,0.605638,chr_a,50km,2014,modis
Utabetsu,69,2.352518,0.297891,chr_a,50km,2014,modis
Nishibetsu,281,3.546056,1.278269,chr_a,50km,2015,modis
Onnebetsu,288,1.613642,0.461598,chr_a,50km,2015,modis
Okushibetsu,11,1.714693,0.360328,chr_a,50km,2015,modis
Yamubetsu,36,1.591948,0.314,chr_a,50km,2015,modis
Horonai,245,1.328741,0.316075,chr_a,50km,2015,modis
Shimonaefutoro,337,1.230133,0.334056,chr_a,50km,2015,modis
Masuhoro,97,1.227602,0.190029,chr_a,50km,2015,modis
Nobusha,207,1.056033,0.397268,chr_a,50km,2015,modis
Shokanbetsu,34,1.291598,1.101571,chr_a,50km,2015,modis
Atsuta,102,2.029552,1.658419,chr_a,50km,2015,modis
Shakotan,342,0.926355,0.271359,chr_a,50km,2015,modis
Yobetsu,44,1.228876,0.224389,chr_a,50km,2015,modis
Furuu,36,1.660949,0.363679,chr_a,50km,2015,modis
Tomari,192,1.725733,0.923605,chr_a,50km,2015,modis
Chihase,22,1.450859,0.435834,chr_a,50km,2015,modis
Sukki,97,1.569587,0.494607,chr_a,50km,2015,modis
Toshibetsu,74,1.574561,0.602144,chr_a,50km,2015,modis
Futoro,20,1.449871,0.419093,chr_a,50km,2015,modis
Usubetsu,84,1.551736,0.590649,chr_a,50km,2015,modis
Kenichi,33,1.508786,0.610232,chr_a,50km,2015,modis
Toppu,30,1.801539,1.546627,chr_a,50km,2015,modis
Hime,8,1.561315,0.735362,chr_a,50km,2015,modis
Ishizaki,173,1.085331,0.376883,chr_a,50km,2015,modis
Ookamotsu,111,1.053208,0.282124,chr_a,50km,2015,modis
Kokamotsu,4,0.889187,0.039878,chr_a,50km,2015,modis
Mogusa,21,0.957528,0.224152,chr_a,50km,2015,modis
Oyobe,52,1.15575,0.647485,chr_a,50km,2015,modis
Shiotomari,247,1.477046,0.590502,chr_a,50km,2015,modis
Haraki,82,1.314287,0.470558,chr_a,50km,2015,modis
Hidakahorobetsu,280,1.798013,0.547775,chr_a,50km,2015,modis
Nikanbetsu,122,2.089777,0.496242,chr_a,50km,2015,modis
Utabetsu,69,1.85854,0.350961,chr_a,50km,2015,modis
Nishibetsu,275,2.588445,1.191654,chr_a,50km,2016,modis
Onnebetsu,289,1.284052,0.444754,chr_a,50km,2016,modis
Okushibetsu,11,1.497072,0.263705,chr_a,50km,2016,modis
Yamubetsu,36,1.308972,0.278245,chr_a,50km,2016,modis
Horonai,244,0.958721,0.23842,chr_a,50km,2016,modis
Shimonaefutoro,341,0.863828,0.480305,chr_a,50km,2016,modis
Masuhoro,97,0.632208,0.290766,chr_a,50km,2016,modis
Nobusha,210,1.041386,0.691271,chr_a,50km,2016,modis
Shokanbetsu,34,1.54411,1.605722,chr_a,50km,2016,modis
Atsuta,101,1.79571,1.756855,chr_a,50km,2016,modis
Shakotan,341,0.568183,0.157865,chr_a,50km,2016,modis
Yobetsu,44,0.522904,0.097055,chr_a,50km,2016,modis
Furuu,33,0.609273,0.237542,chr_a,50km,2016,modis
Tomari,191,0.752462,0.368222,chr_a,50km,2016,modis
Chihase,22,0.660955,0.158927,chr_a,50km,2016,modis
Sukki,99,0.851121,0.417839,chr_a,50km,2016,modis
Toshibetsu,74,1.089393,0.633039,chr_a,50km,2016,modis
Futoro,20,1.148979,0.289882,chr_a,50km,2016,modis
Usubetsu,83,1.304211,0.399397,chr_a,50km,2016,modis
Kenichi,33,0.932841,0.316926,chr_a,50km,2016,modis
Toppu,27,1.045089,0.347113,chr_a,50km,2016,modis
Hime,8,1.109412,0.274177,chr_a,50km,2016,modis
Ishizaki,174,0.854876,0.234267,chr_a,50km,2016,modis
Ookamotsu,110,0.848022,0.203641,chr_a,50km,2016,modis
Kokamotsu,4,0.854642,0.207604,chr_a,50km,2016,modis
Mogusa,21,0.838981,0.197311,chr_a,50km,2016,modis
Oyobe,52,0.856614,0.271189,chr_a,50km,2016,modis
Shiotomari,239,0.892273,0.396775,chr_a,50km,2016,modis
Haraki,81,0.730957,0.208632,chr_a,50km,2016,modis
Hidakahorobetsu,275,1.523941,0.454968,chr_a,50km,2016,modis
Nikanbetsu,122,1.575399,0.333361,chr_a,50km,2016,modis
Utabetsu,69,1.424783,0.164886,chr_a,50km,2016,modis
